Image Pat,Time frame,IMU PITCH,GPS,
data/ 1767.jpg,82565.81,0.097501,-1.00584,9.2964
data/ 1768.jpg,82599.14,0.095758,-1.00584,9.2964
data/ 1769.jpg,82632.48,0.105897,-1.00584,9.2964
data/ 1770.jpg,82665.81,0.103153,-1.00584,9.2964
data/ 1771.jpg,82699.14,0.10122,-1.00584,9.2964
data/ 1772.jpg,82732.48,0.102858,-1.00584,9.2964
data/ 1773.jpg,82765.81,0.096771,-1.00584,9.2964
data/ 1774.jpg,82799.14,0.096557,-1.00584,9.2964
data/ 1775.jpg,82832.47,0.098031,-1.00584,9.2964
data/ 1776.jpg,82865.8,0.107398,-1.00584,9.2964
data/ 1777.jpg,82899.13,0.115456,-1.00584,9.2964
data/ 1778.jpg,82932.47,0.117177,-1.00584,9.2964
data/ 1779.jpg,82965.8,0.11302,-1.00584,9.2964
data/ 1780.jpg,82999.13,0.120339,-1.00584,9.2964
data/ 1781.jpg,83032.47,0.116939,-1.00584,9.2964
data/ 1782.jpg,83065.8,0.117861,-1.00584,9.2964
data/ 1783.jpg,83099.13,0.115251,-1.00584,9.2964
data/ 1784.jpg,83132.47,0.106272,-1.00584,9.2964
data/ 1785.jpg,83165.79,0.102952,-1.00584,9.2964
data/ 1786.jpg,83199.12,0.105989,-1.00584,9.2964
data/ 1787.jpg,83232.46,0.105977,-1.00584,9.2964
data/ 1788.jpg,83265.79,0.10692,-1.00584,9.2964
data/ 1789.jpg,83299.12,0.098302,-1.00584,9.2964
data/ 1790.jpg,83332.46,0.106674,-1.00584,9.2964
data/ 1791.jpg,83365.79,0.097547,-1.00584,9.2964
data/ 1792.jpg,83399.12,0.101068,-1.00584,9.2964
data/ 1793.jpg,83432.46,0.093826,-1.00584,9.2964
data/ 1794.jpg,83465.79,0.093858,-1.00584,9.2964
data/ 1795.jpg,83499.11,0.08899,-1.00584,9.2964
data/ 1796.jpg,83532.45,0.095575,-1.00584,9.2964
data/ 1797.jpg,83565.78,0.083139,-1.00584,9.2964
data/ 1798.jpg,83599.11,0.081793,-1.00584,9.2964
data/ 1799.jpg,83632.45,0.075668,-1.00584,9.2964
data/ 1800.jpg,83665.78,0.071474,-1.00584,9.2964
data/ 1801.jpg,83699.11,0.066919,-1.00584,9.2964
data/ 1802.jpg,83732.45,0.070935,-1.00584,9.2964
data/ 1803.jpg,83765.78,0.070458,-1.03632,9.26592
data/ 1804.jpg,83799.11,0.077827,-1.03632,9.26592
data/ 1805.jpg,83832.44,0.075883,-1.03632,9.26592
data/ 1806.jpg,83865.77,0.071002,-1.03632,9.26592
data/ 1807.jpg,83899.1,0.067153,-1.03632,9.26592
data/ 1808.jpg,83932.44,0.072897,-1.03632,9.26592
data/ 1809.jpg,83965.77,0.074407,-1.03632,9.26592
data/ 1810.jpg,83999.1,0.078208,-1.03632,9.26592
data/ 1811.jpg,84032.44,0.071516,-1.03632,9.26592
data/ 1812.jpg,84065.77,0.061643,-1.03632,9.26592
data/ 1813.jpg,84099.1,0.063324,-1.03632,9.26592
data/ 1814.jpg,84132.44,0.063665,-1.03632,9.26592
data/ 1815.jpg,84165.76,0.060025,-1.03632,9.26592
data/ 1816.jpg,84199.09,0.058576,-1.03632,9.26592
data/ 1817.jpg,84232.43,0.051718,-1.03632,9.26592
data/ 1818.jpg,84265.76,0.057678,-1.03632,9.26592
data/ 1819.jpg,84299.09,0.057929,-1.03632,9.26592
data/ 1820.jpg,84332.43,0.057698,-1.03632,9.26592
data/ 1821.jpg,84365.76,0.068839,-1.03632,9.26592
data/ 1822.jpg,84399.09,0.075437,-1.03632,9.26592
data/ 1823.jpg,84432.43,0.079414,-1.03632,9.26592
data/ 1824.jpg,84465.76,0.077891,-1.0668,9.23544
data/ 1825.jpg,84499.08,0.081256,-1.0668,9.23544
data/ 1826.jpg,84532.42,0.071714,-1.0668,9.23544
data/ 1827.jpg,84565.75,0.068578,-1.0668,9.23544
data/ 1828.jpg,84599.08,0.083164,-1.0668,9.23544
data/ 1829.jpg,84632.42,0.080949,-1.0668,9.23544
data/ 1830.jpg,84665.75,0.074449,-1.0668,9.23544
data/ 1831.jpg,84699.08,0.066869,-1.0668,9.23544
data/ 1832.jpg,84732.42,0.062409,-1.0668,9.23544
data/ 1833.jpg,84765.75,0.060147,-1.0668,9.23544
data/ 1834.jpg,84799.08,0.051959,-1.0668,9.23544
data/ 1835.jpg,84832.41,0.051114,-1.0668,9.23544
data/ 1836.jpg,84865.74,0.053627,-1.0668,9.23544
data/ 1837.jpg,84899.07,0.062201,-1.0668,9.23544
data/ 1838.jpg,84932.41,0.065902,-1.0668,9.23544
data/ 1839.jpg,84965.74,0.064599,-1.0668,9.23544
data/ 1840.jpg,84999.07,0.061654,-1.0668,9.23544
data/ 1841.jpg,85032.41,0.059743,-1.0668,9.23544
data/ 1842.jpg,85065.74,0.060241,-1.0668,9.23544
data/ 1843.jpg,85099.07,0.042911,-1.0668,9.23544
data/ 1844.jpg,85132.41,0.040456,-1.0668,9.23544
data/ 1845.jpg,85165.73,0.038533,-1.0668,9.23544
data/ 1846.jpg,85199.06,0.050351,-1.0668,9.23544
data/ 1847.jpg,85232.4,0.051486,-1.0668,9.23544
data/ 1848.jpg,85265.73,0.04006,-1.0668,9.23544
data/ 1849.jpg,85299.06,0.054562,-1.0668,9.23544
data/ 1850.jpg,85332.4,0.06668,-1.0668,9.23544
data/ 1851.jpg,85365.73,0.068467,-1.0668,9.23544
data/ 1852.jpg,85399.06,0.059642,-1.0668,9.23544
data/ 1853.jpg,85432.4,0.059925,-1.09728,9.20496
data/ 1854.jpg,85465.73,0.058616,-1.09728,9.20496
data/ 1855.jpg,85499.05,0.063221,-1.09728,9.20496
data/ 1856.jpg,85532.39,0.067865,-1.09728,9.20496
data/ 1857.jpg,85565.72,0.067011,-1.09728,9.20496
data/ 1858.jpg,85599.05,0.064588,-1.09728,9.20496
data/ 1859.jpg,85632.39,0.072277,-1.09728,9.20496
data/ 1860.jpg,85665.72,0.080657,-1.09728,9.20496
data/ 1861.jpg,85699.05,0.074846,-1.09728,9.20496
data/ 1862.jpg,85732.39,0.076881,-1.09728,9.20496
data/ 1863.jpg,85765.72,0.068952,-1.09728,9.20496
data/ 1864.jpg,85799.05,0.06846,-1.09728,9.20496
data/ 1865.jpg,85832.38,0.075528,-1.09728,9.20496
data/ 1866.jpg,85865.71,0.071256,-1.09728,9.20496
data/ 1867.jpg,85899.04,0.073365,-1.09728,9.20496
data/ 1868.jpg,85932.38,0.067524,-1.09728,9.20496
data/ 1869.jpg,85965.71,0.067591,-1.09728,9.20496
data/ 1870.jpg,85999.04,0.067075,-1.09728,9.20496
data/ 1871.jpg,86032.38,0.060985,-1.09728,9.20496
data/ 1872.jpg,86065.71,0.055902,-1.09728,9.20496
data/ 1873.jpg,86099.04,0.056384,-1.09728,9.20496
data/ 1874.jpg,86132.38,0.053876,-1.09728,9.20496
data/ 1875.jpg,86165.7,0.06502,-1.09728,9.20496
data/ 1876.jpg,86199.03,0.055894,-1.09728,9.20496
data/ 1877.jpg,86232.37,0.054562,-1.09728,9.20496
data/ 1878.jpg,86265.7,0.072663,-1.09728,9.20496
data/ 1879.jpg,86299.03,0.069312,-1.09728,9.20496
data/ 1880.jpg,86332.37,0.073203,-1.09728,9.20496
data/ 1881.jpg,86365.7,0.071544,-1.09728,9.20496
data/ 1882.jpg,86399.03,0.079134,-1.09728,9.20496
data/ 1883.jpg,86432.37,0.087613,-1.09728,9.20496
data/ 1884.jpg,86465.7,0.102654,-1.12776,9.17448
data/ 1885.jpg,86499.02,0.101665,-1.12776,9.17448
data/ 1886.jpg,86532.36,0.090727,-1.12776,9.17448
data/ 1887.jpg,86565.69,0.084609,-1.12776,9.17448
data/ 1888.jpg,86599.02,0.082779,-1.12776,9.17448
data/ 1889.jpg,86632.36,0.075585,-1.12776,9.17448
data/ 1890.jpg,86665.69,0.067746,-1.12776,9.17448
data/ 1891.jpg,86699.02,0.07545,-1.12776,9.17448
data/ 1892.jpg,86732.36,0.08549,-1.12776,9.17448
data/ 1893.jpg,86765.69,0.090165,-1.12776,9.17448
data/ 1894.jpg,86799.02,0.089354,-1.12776,9.17448
data/ 1895.jpg,86832.35,0.083116,-1.12776,9.17448
data/ 1896.jpg,86865.68,0.078122,-1.12776,9.17448
data/ 1897.jpg,86899.01,0.059286,-1.12776,9.17448
data/ 1898.jpg,86932.35,0.050671,-1.12776,9.17448
data/ 1899.jpg,86965.68,0.047312,-1.12776,9.17448
data/ 1900.jpg,86999.01,0.047883,-1.12776,9.17448
data/ 1901.jpg,87032.35,0.049958,-1.12776,9.17448
data/ 1902.jpg,87065.68,0.056621,-1.12776,9.17448
data/ 1903.jpg,87099.01,0.056377,-1.12776,9.17448
data/ 1904.jpg,87132.35,0.084037,-1.12776,9.17448
data/ 1905.jpg,87165.67,0.092341,-1.12776,9.17448
data/ 1906.jpg,87199,0.113175,-1.12776,9.17448
data/ 1907.jpg,87232.34,0.109259,-1.12776,9.17448
data/ 1908.jpg,87265.67,0.090238,-1.12776,9.17448
data/ 1909.jpg,87299,0.077881,-1.12776,9.17448
data/ 1910.jpg,87332.34,0.081233,-1.12776,9.17448
data/ 1911.jpg,87365.67,0.06784,-1.12776,9.17448
data/ 1912.jpg,87399,0.065908,-1.12776,9.17448
data/ 1913.jpg,87432.34,0.085554,-1.12776,9.17448
data/ 1914.jpg,87465.67,0.074006,-1.12776,9.17448
data/ 1915.jpg,87498.99,0.076859,-1.12776,9.17448
data/ 1916.jpg,87532.33,0.10354,-1.12776,9.17448
data/ 1917.jpg,87565.66,0.019102,-1.12776,9.17448
data/ 1918.jpg,87598.99,0.038662,-1.12776,9.17448
data/ 1919.jpg,87632.33,-0.036819,-1.12776,9.17448
data/ 1920.jpg,87665.66,-0.031409,-1.12776,9.17448
data/ 1921.jpg,87698.99,-0.032732,-1.12776,9.17448
data/ 1922.jpg,87732.33,-0.032741,-1.12776,9.17448
data/ 1923.jpg,87765.66,-0.02603,-1.12776,9.17448
data/ 1924.jpg,87798.99,-0.034787,-1.12776,9.17448
data/ 1925.jpg,87832.32,-0.027968,-1.12776,9.17448
data/ 1926.jpg,87865.65,-0.028308,-1.12776,9.17448
data/ 1927.jpg,87898.98,-0.033255,-1.12776,9.17448
data/ 1928.jpg,87932.32,-0.024449,-1.12776,9.17448
data/ 1929.jpg,87965.65,-0.018516,-1.12776,9.17448
data/ 1930.jpg,87998.98,-0.018174,-1.12776,9.17448
data/ 1931.jpg,88032.32,-0.014291,-1.12776,9.17448
data/ 1932.jpg,88065.65,-0.012968,-1.12776,9.17448
data/ 1933.jpg,88098.98,-0.014854,-1.12776,9.17448
data/ 1934.jpg,88132.32,0.001946,-1.12776,9.17448
data/ 1935.jpg,88165.64,0.013729,-1.12776,9.17448
data/ 1936.jpg,88198.97,0.036784,-1.12776,9.17448
data/ 1937.jpg,88232.31,0.04473,-1.12776,9.17448
data/ 1938.jpg,88265.64,0.05017,-1.12776,9.17448
data/ 1939.jpg,88298.97,0.04968,-1.12776,9.17448
data/ 1940.jpg,88332.31,0.041848,-1.12776,9.17448
data/ 1941.jpg,88365.64,0.063779,-1.12776,9.17448
data/ 1942.jpg,88398.97,0.071909,-1.12776,9.17448
data/ 1943.jpg,88432.31,0.062198,-1.12776,9.17448
data/ 1944.jpg,88465.64,0.062864,-1.12776,9.17448
data/ 1945.jpg,88498.96,0.069938,-1.12776,9.17448
data/ 1946.jpg,88532.3,0.054604,-1.12776,9.17448
data/ 1947.jpg,88565.63,0.047555,-1.12776,9.17448
data/ 1948.jpg,88598.96,0.025436,-1.12776,9.17448
data/ 1949.jpg,88632.3,0.066828,-1.12776,9.17448
data/ 1950.jpg,88665.63,0.0604,-1.12776,9.17448
data/ 1951.jpg,88698.96,0.074534,-1.15824,9.144
data/ 1952.jpg,88732.3,0.065963,-1.15824,9.144
data/ 1953.jpg,88765.63,0.057111,-1.15824,9.144
data/ 1954.jpg,88798.96,0.056574,-1.15824,9.144
data/ 1955.jpg,88832.29,0.040078,-1.15824,9.144
data/ 1956.jpg,88865.62,0.049759,-1.15824,9.144
data/ 1957.jpg,88898.95,0.050961,-1.15824,9.144
data/ 1958.jpg,88932.29,0.043672,-1.15824,9.144
data/ 1959.jpg,88965.62,0.032239,-1.15824,9.144
data/ 1960.jpg,88998.95,0.047437,-1.15824,9.144
data/ 1961.jpg,89032.29,0.069804,-1.15824,9.144
data/ 1962.jpg,89065.62,0.053991,-1.15824,9.144
data/ 1963.jpg,89098.95,0.063951,-1.15824,9.144
data/ 1964.jpg,89132.29,0.072265,-1.15824,9.144
data/ 1965.jpg,89165.61,0.081065,-1.15824,9.144
data/ 1966.jpg,89198.94,0.066591,-1.15824,9.144
data/ 1967.jpg,89232.28,0.064762,-1.15824,9.144
data/ 1968.jpg,89265.61,0.061628,-1.15824,9.144
data/ 1969.jpg,89298.94,0.070953,-1.15824,9.144
data/ 1970.jpg,89332.28,0.086066,-1.15824,9.144
data/ 1971.jpg,89365.61,0.071467,-1.15824,9.144
data/ 1972.jpg,89398.94,0.090313,-1.15824,9.144
data/ 1973.jpg,89432.28,0.104711,-1.15824,9.144
data/ 1974.jpg,89465.61,0.08964,-1.15824,9.144
data/ 1975.jpg,89498.93,0.081643,-1.15824,9.144
data/ 1976.jpg,89532.27,0.065864,-1.15824,9.144
data/ 1977.jpg,89565.6,0.053041,-1.15824,9.144
data/ 1978.jpg,89598.93,0.067743,-1.15824,9.144
data/ 1979.jpg,89632.27,0.07445,-1.15824,9.144
data/ 1980.jpg,89665.6,0.110542,-1.15824,9.144
data/ 1981.jpg,89698.93,0.120477,-1.15824,9.144
data/ 1982.jpg,89732.27,0.123813,-1.15824,9.144
data/ 1983.jpg,89765.6,0.117683,-1.15824,9.144
data/ 1984.jpg,89798.93,0.091926,-1.15824,9.144
data/ 1985.jpg,89832.26,0.095821,-1.15824,9.144
data/ 1986.jpg,89865.59,0.091338,-1.15824,9.144
data/ 1987.jpg,89898.92,0.096415,-1.15824,9.144
data/ 1988.jpg,89932.26,0.105261,-1.15824,9.144
data/ 1989.jpg,89965.59,0.142863,-1.15824,9.144
data/ 1990.jpg,89998.92,0.171033,-1.15824,9.144
data/ 1991.jpg,90032.26,0.17921,-1.15824,9.144
data/ 1992.jpg,90065.59,0.162288,-1.15824,9.144
data/ 1993.jpg,90098.92,0.144003,-1.15824,9.144
data/ 1994.jpg,90132.26,0.134004,-1.15824,9.144
data/ 1995.jpg,90165.58,0.126969,-1.15824,9.144
data/ 1996.jpg,90198.91,0.133548,-1.15824,9.144
data/ 1997.jpg,90232.25,0.136921,-1.15824,9.144
data/ 1998.jpg,90265.58,0.137988,-1.15824,9.144
data/ 1999.jpg,90298.91,0.150803,-1.15824,9.144
data/ 2000.jpg,90332.25,0.143303,-1.15824,9.144
data/ 2001.jpg,90365.58,0.135527,-1.15824,9.144
data/ 2002.jpg,90398.91,0.102032,-1.15824,9.144
data/ 2003.jpg,90432.25,0.078936,-1.15824,9.144
data/ 2004.jpg,90465.58,0.064858,-1.15824,9.144
data/ 2005.jpg,90498.9,0.078306,-1.15824,9.144
data/ 2006.jpg,90532.24,0.102603,-1.15824,9.144
data/ 2007.jpg,90565.57,0.116138,-1.15824,9.144
data/ 2008.jpg,90598.9,0.137963,-1.15824,9.144
data/ 2009.jpg,90632.24,0.146957,-1.15824,9.144
data/ 2010.jpg,90665.57,0.140908,-1.15824,9.144
data/ 2011.jpg,90698.9,0.132046,-1.15824,9.144
data/ 2012.jpg,90732.24,0.145089,-1.15824,9.144
data/ 2013.jpg,90765.57,0.152564,-1.15824,9.144
data/ 2014.jpg,90798.9,0.156898,-1.15824,9.144
data/ 2015.jpg,90832.23,0.144745,-1.15824,9.144
data/ 2016.jpg,90865.56,0.154593,-1.15824,9.144
data/ 2017.jpg,90898.89,-0.010192,-1.15824,9.144
data/ 2018.jpg,90932.23,0.179817,-1.15824,9.144
data/ 2019.jpg,90965.56,-0.109236,-1.15824,9.144
data/ 2020.jpg,90998.89,0.088708,-1.15824,9.144
data/ 2021.jpg,91032.23,0.18653,-1.15824,9.144
data/ 2022.jpg,91065.56,0.174277,-1.15824,9.144
data/ 2023.jpg,91098.89,0.197235,-1.15824,9.144
data/ 2024.jpg,91132.23,0.178235,-1.15824,9.144
data/ 2025.jpg,91165.55,0.158155,-1.15824,9.144
data/ 2026.jpg,91198.88,0.128306,-1.15824,9.144
data/ 2027.jpg,91232.22,-0.080611,-1.15824,9.144
data/ 2028.jpg,91265.55,0.58756,-1.15824,9.144
data/ 2029.jpg,91298.88,0.511301,-1.15824,9.144
data/ 2030.jpg,91332.22,0.448989,-1.15824,9.144
data/ 2031.jpg,91365.55,0.39981,-1.15824,9.144
data/ 2032.jpg,91398.88,0.321403,-1.15824,9.144
data/ 2033.jpg,91432.22,0.32847,-1.15824,9.144
data/ 2034.jpg,91465.55,0.272649,-1.15824,9.144
data/ 2035.jpg,91498.87,0.285793,-1.15824,9.144
data/ 2036.jpg,91532.21,0.297515,-1.15824,9.144
data/ 2037.jpg,91565.54,0.283427,-1.15824,9.144
data/ 2038.jpg,91598.87,0.274216,-1.15824,9.144
data/ 2039.jpg,91632.21,0.261123,-1.15824,9.144
data/ 2040.jpg,91665.54,0.282285,-1.15824,9.144
data/ 2041.jpg,91698.87,0.294351,-1.15824,9.144
data/ 2042.jpg,91732.21,0.304791,-1.15824,9.144
data/ 2043.jpg,91765.54,0.318761,-1.15824,9.144
data/ 2044.jpg,91798.87,0.300687,-1.15824,9.144
data/ 2045.jpg,91832.2,0.268196,-1.15824,9.144
data/ 2046.jpg,91865.53,0.243853,-1.15824,9.144
data/ 2047.jpg,91898.86,0.245155,-1.15824,9.144
data/ 2048.jpg,91932.2,0.272315,-1.15824,9.144
data/ 2049.jpg,91965.53,0.280371,-1.15824,9.144
data/ 2050.jpg,91998.86,0.304274,-1.15824,9.144
data/ 2051.jpg,92032.2,0.275805,-1.15824,9.144
data/ 2052.jpg,92065.53,0.318534,-1.15824,9.144
data/ 2053.jpg,92098.86,0.287339,-1.15824,9.144
data/ 2054.jpg,92132.2,0.260455,-1.15824,9.144
data/ 2055.jpg,92165.52,0.256906,-1.15824,9.144
data/ 2056.jpg,92198.85,0.238808,-1.15824,9.144
data/ 2057.jpg,92232.19,0.255515,-1.15824,9.144
data/ 2058.jpg,92265.52,0.263431,-1.15824,9.144
data/ 2059.jpg,92298.85,0.278175,-1.15824,9.144
data/ 2060.jpg,92332.19,0.260169,-1.15824,9.144
data/ 2061.jpg,92365.52,0.25932,-1.15824,9.144
data/ 2062.jpg,92398.85,0.26493,-1.15824,9.144
data/ 2063.jpg,92432.19,0.258569,-1.15824,9.144
data/ 2064.jpg,92465.52,0.25208,-1.15824,9.144
data/ 2065.jpg,92498.84,0.24201,-1.15824,9.144
data/ 2066.jpg,92532.18,0.244543,-1.15824,9.144
data/ 2067.jpg,92565.51,0.23657,-1.15824,9.144
data/ 2068.jpg,92598.84,0.239334,-1.15824,9.144
data/ 2069.jpg,92632.18,0.226695,-1.15824,9.144
data/ 2070.jpg,92665.51,0.225613,-1.15824,9.144
data/ 2071.jpg,92698.84,0.204717,-1.15824,9.144
data/ 2072.jpg,92732.18,0.190073,-1.15824,9.144
data/ 2073.jpg,92765.51,0.200329,-1.15824,9.144
data/ 2074.jpg,92798.84,0.214674,-1.15824,9.144
data/ 2075.jpg,92832.17,0.222247,-1.15824,9.144
data/ 2076.jpg,92865.5,0.237205,-1.15824,9.144
data/ 2077.jpg,92898.83,0.236781,-1.15824,9.144
data/ 2078.jpg,92932.17,0.240385,-1.15824,9.144
data/ 2079.jpg,92965.5,0.220688,-1.15824,9.144
data/ 2080.jpg,92998.83,0.210169,-1.15824,9.144
data/ 2081.jpg,93032.17,0.197067,-1.15824,9.144
data/ 2082.jpg,93065.5,0.190177,-1.15824,9.144
data/ 2083.jpg,93098.83,0.207573,-1.15824,9.144
data/ 2084.jpg,93132.17,0.211835,-1.15824,9.144
data/ 2085.jpg,93165.49,0.216646,-1.15824,9.144
data/ 2086.jpg,93198.82,0.212671,-1.15824,9.144
data/ 2087.jpg,93232.16,0.205547,-1.15824,9.144
data/ 2088.jpg,93265.49,0.180308,-1.15824,9.144
data/ 2089.jpg,93298.82,0.191696,-1.15824,9.144
data/ 2090.jpg,93332.16,0.209175,-1.15824,9.144
data/ 2091.jpg,93365.49,0.201932,-1.15824,9.144
data/ 2092.jpg,93398.82,0.218734,-1.15824,9.144
data/ 2093.jpg,93432.16,0.230049,-1.15824,9.144
data/ 2094.jpg,93465.49,0.22286,-1.15824,9.144
data/ 2095.jpg,93498.81,0.242978,-1.15824,9.144
data/ 2096.jpg,93532.15,0.256531,-1.15824,9.144
data/ 2097.jpg,93565.48,0.259973,-1.15824,9.144
data/ 2098.jpg,93598.81,0.230237,-1.15824,9.144
data/ 2099.jpg,93632.15,0.226997,-1.15824,9.144
data/ 2100.jpg,93665.48,0.199622,-1.15824,9.144
data/ 2101.jpg,93698.81,0.203346,-1.15824,9.144
data/ 2102.jpg,93732.15,0.21469,-1.15824,9.144
data/ 2103.jpg,93765.48,0.220322,-1.15824,9.144
data/ 2104.jpg,93798.81,0.2238,-1.15824,9.144
data/ 2105.jpg,93832.14,0.217443,-1.15824,9.144
data/ 2106.jpg,93865.47,0.224442,-1.15824,9.144
data/ 2107.jpg,93898.8,0.227379,-1.15824,9.144
data/ 2108.jpg,93932.14,0.193507,-1.15824,9.144
data/ 2109.jpg,93965.47,0.185377,-1.15824,9.144
data/ 2110.jpg,93998.8,0.183918,-1.15824,9.144
data/ 2111.jpg,94032.14,0.185701,-1.15824,9.144
data/ 2112.jpg,94065.47,0.18943,-1.15824,9.144
data/ 2113.jpg,94098.8,0.205626,-1.15824,9.144
data/ 2114.jpg,94132.14,0.204689,-1.15824,9.144
data/ 2115.jpg,94165.46,0.213178,-1.15824,9.144
data/ 2116.jpg,94198.79,0.219255,-1.15824,9.144
data/ 2117.jpg,94232.13,0.221246,-1.15824,9.144
data/ 2118.jpg,94265.46,0.225833,-1.15824,9.144
data/ 2119.jpg,94298.79,0.203099,-1.15824,9.144
data/ 2120.jpg,94332.13,0.2018,-1.15824,9.144
data/ 2121.jpg,94365.46,0.18053,-1.15824,9.144
data/ 2122.jpg,94398.79,0.187247,-1.15824,9.144
data/ 2123.jpg,94432.13,0.187695,-1.15824,9.144
data/ 2124.jpg,94465.46,0.18311,-1.15824,9.144
data/ 2125.jpg,94498.78,0.179738,-1.15824,9.144
data/ 2126.jpg,94532.12,0.178276,-1.15824,9.144
data/ 2127.jpg,94565.45,0.194405,-1.15824,9.144
data/ 2128.jpg,94598.78,0.240051,-1.15824,9.144
data/ 2129.jpg,94632.12,0.260728,-1.15824,9.144
data/ 2130.jpg,94665.45,0.28805,-1.15824,9.144
data/ 2131.jpg,94698.78,0.302919,-1.15824,9.144
data/ 2132.jpg,94732.12,0.308329,-1.15824,9.144
data/ 2133.jpg,94765.45,0.310061,-1.15824,9.144
data/ 2134.jpg,94798.78,0.30819,-1.15824,9.144
data/ 2135.jpg,94832.11,0.286514,-1.15824,9.144
data/ 2136.jpg,94865.44,0.269313,-1.15824,9.144
data/ 2137.jpg,94898.77,0.237693,-1.15824,9.144
data/ 2138.jpg,94932.11,0.233643,-1.15824,9.144
data/ 2139.jpg,94965.44,0.23235,-1.15824,9.144
data/ 2140.jpg,94998.77,0.234755,-1.15824,9.144
data/ 2141.jpg,95032.11,0.255215,-1.15824,9.144
data/ 2142.jpg,95065.44,0.269714,-1.15824,9.144
data/ 2143.jpg,95098.77,0.288185,-1.15824,9.144
data/ 2144.jpg,95132.11,0.293626,-1.15824,9.144
data/ 2145.jpg,95165.43,0.279435,-1.15824,9.144
data/ 2146.jpg,95198.76,0.259796,-1.15824,9.144
data/ 2147.jpg,95232.1,0.248996,-1.15824,9.144
data/ 2148.jpg,95265.43,0.251229,-1.15824,9.144
data/ 2149.jpg,95298.76,0.253008,-1.15824,9.144
data/ 2150.jpg,95332.1,0.252374,-1.15824,9.144
data/ 2151.jpg,95365.43,0.243876,-1.15824,9.144
data/ 2152.jpg,95398.76,0.280467,-1.15824,9.144
data/ 2153.jpg,95432.1,0.365509,-1.15824,9.144
data/ 2154.jpg,95465.43,0.254814,-1.15824,9.144
data/ 2155.jpg,95498.75,0.13534,-1.15824,9.144
data/ 2156.jpg,95532.09,0.215266,-1.15824,9.144
data/ 2157.jpg,95565.42,0.239809,-1.15824,9.144
data/ 2158.jpg,95598.75,0.261837,-1.15824,9.144
data/ 2159.jpg,95632.09,0.235523,-1.15824,9.144
data/ 2160.jpg,95665.42,0.275144,-1.15824,9.144
data/ 2161.jpg,95698.75,0.261454,-1.15824,9.144
data/ 2162.jpg,95732.09,0.280689,-1.15824,9.144
data/ 2163.jpg,95765.42,0.250313,-1.15824,9.144
data/ 2164.jpg,95798.75,0.239744,-1.15824,9.144
data/ 2165.jpg,95832.08,0.234648,-1.15824,9.144
data/ 2166.jpg,95865.41,0.221854,-1.15824,9.144
data/ 2167.jpg,95898.74,0.229898,-1.15824,9.144
data/ 2168.jpg,95932.08,0.225924,-1.15824,9.144
data/ 2169.jpg,95965.41,0.239424,-1.15824,9.144
data/ 2170.jpg,95998.74,0.252597,-1.15824,9.144
data/ 2171.jpg,96032.08,0.256316,-1.15824,9.144
data/ 2172.jpg,96065.41,0.273139,-1.15824,9.144
data/ 2173.jpg,96098.74,0.266011,-1.15824,9.144
data/ 2174.jpg,96132.08,0.229268,-1.15824,9.144
data/ 2175.jpg,96165.4,0.209547,-1.15824,9.144
data/ 2176.jpg,96198.73,0.200647,-1.15824,9.144
data/ 2177.jpg,96232.07,0.197115,-1.15824,9.144
data/ 2178.jpg,96265.4,0.196758,-1.15824,9.144
data/ 2179.jpg,96298.73,0.204606,-1.15824,9.144
data/ 2180.jpg,96332.07,0.207393,-1.15824,9.144
data/ 2181.jpg,96365.4,0.202049,-1.15824,9.144
data/ 2182.jpg,96398.73,0.1836,-1.15824,9.144
data/ 2183.jpg,96432.07,0.174276,-1.15824,9.144
data/ 2184.jpg,96465.4,0.161436,-1.15824,9.144
data/ 2185.jpg,96498.72,0.16501,-1.15824,9.144
data/ 2186.jpg,96532.06,0.16426,-1.15824,9.144
data/ 2187.jpg,96565.39,0.16617,-1.15824,9.144
data/ 2188.jpg,96598.72,0.171978,-1.15824,9.144
data/ 2189.jpg,96632.06,0.166331,-1.15824,9.144
data/ 2190.jpg,96665.39,0.155437,-1.15824,9.144
data/ 2191.jpg,96698.72,0.148912,-1.15824,9.144
data/ 2192.jpg,96732.06,0.135625,-1.15824,9.144
data/ 2193.jpg,96765.39,0.120545,-1.15824,9.144
data/ 2194.jpg,96798.72,0.126823,-1.15824,9.144
data/ 2195.jpg,96832.05,0.126066,-1.15824,9.144
data/ 2196.jpg,96865.38,0.122254,-1.15824,9.144
data/ 2197.jpg,96898.71,0.131208,-1.15824,9.144
data/ 2198.jpg,96932.05,0.136702,-1.15824,9.144
data/ 2199.jpg,96965.38,0.112636,-1.15824,9.144
data/ 2200.jpg,96998.71,0.116698,-1.15824,9.144
data/ 2201.jpg,97032.05,0.114255,-1.15824,9.144
data/ 2202.jpg,97065.38,0.11448,-1.15824,9.144
data/ 2203.jpg,97098.71,0.111555,-1.15824,9.144
data/ 2204.jpg,97132.05,0.097171,-1.15824,9.144
data/ 2205.jpg,97165.37,0.108224,-1.15824,9.144
data/ 2206.jpg,97198.7,0.08732,-1.15824,9.144
data/ 2207.jpg,97232.04,0.10367,-1.15824,9.144
data/ 2208.jpg,97265.37,0.089633,-1.15824,9.144
data/ 2209.jpg,97298.7,0.113768,-1.15824,9.144
data/ 2210.jpg,97332.04,0.116633,-1.15824,9.144
